"PERIODO","NOMBRE_FACULTAD","NOMBRE_PROGRAMA","JORNADA","MODALIDAD","NOMBRE_SEDE","ORIGEN_GEOGRAFICO","FECHA_NACIMIENTO","GENERO","ESTRATO","NOMBRE_ESTADO"
"PRIMER  SEMESTRE DE 2019","ESTUDIOS A DISTANCIA","TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS","OTRA","SIN ESPECIFICAR","TUNJA","TUNJA","20-Nov-79","F","SIN INFORMACION","RETIRADO CON CUPO RESERVADO"
"PRIMER  SEMESTRE DE 2019","ESTUDIOS A DISTANCIA","TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS","OTRA","SIN ESPECIFICAR","TUNJA","TUNJA","13-Feb-89","M","SIN INFORMACION","RETIRADO CON CUPO RESERVADO"
"PRIMER  SEMESTRE DE 2019","ESTUDIOS A DISTANCIA","TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS DE SALUD","OTRA","SIN ESPECIFICAR","TUNJA","TUNJA","28-Mar-95","M","SIN INFORMACION","RETIRADO CON CUPO RESERVADO"
"PRIMER  SEMESTRE DE 2019","ESTUDIOS A DISTANCIA","TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS DE SALUD","OTRA","SIN ESPECIFICAR","TUNJA","TUNJA","26-Nov-94","F","SIN INFORMACION","RETIRADO CON CUPO RESERVADO"
"PRIMER  SEMESTRE DE 2019","ESTUDIOS A DISTANCIA","TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS DE SALUD","OTRA","SIN ESPECIFICAR","TUNJA","TUNJA","19-Feb-89","F","SIN INFORMACION","RETIRADO CON CUPO RESERVADO"
"PRIMER  SEMESTRE DE 2019","ESTUDIOS A DISTANCIA","TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS DE SALUD","OTRA","SIN ESPECIFICAR","TUNJA","TUNJA","2-Feb-00","F","SIN INFORMACION","NO MATRICULADO"
"PRIMER  SEMESTRE DE 2019","ESTUDIOS A DISTANCIA","TECNICA PROFESIONAL EN PROCESOS AGROINDUSTRIALES","OTRA","SIN ESPECIFICAR","TUNJA","TUNJA","8-Nov-82","M","SIN INFORMACION","RETIRADO CON CUPO RESERVADO"
"PRIMER  SEMESTRE DE 2019","ESTUDIOS A DISTANCIA","TECNICO PROFESIONAL EN INSTALACION Y MANTENIMIENTO DE REDES Y COMPUTADORES","OTRA","DISTANCIA","TUNJA","TUNJA","19-Dec-01","F","SIN INFORMACION","NO MATRICULADO"
"PRIMER  SEMESTRE DE 2019","ESTUDIOS A DISTANCIA","TECNICO PROFESIONAL EN INSTALACION Y MANTENIMIENTO DE REDES Y COMPUTADORES","OTRA","DISTANCIA","TUNJA","TUNJA","8-Dec-03","F","SIN INFORMACION","NO MATRICULADO"
"PRIMER  SEMESTRE DE 2019","ESTUDIOS A DISTANCIA","TECNICO PROFESIONAL EN INSTALACION Y MANTENIMIENTO DE REDES Y COMPUTADORES","OTRA","DISTANCIA","TUNJA","TUNJA","18-Jul-03","F","SIN INFORMACION","NO MATRICULADO"
"PRIMER  SEMESTRE DE 2019","ESTUDIOS A DISTANCIA","TECNICO PROFESIONAL EN INSTALACION Y MANTENIMIENTO DE REDES Y COMPUTADORES","OTRA","DISTANCIA","TUNJA","TUNJA","16-Nov-02","M","SIN INFORMACION","NO MATRICULADO"
"PRIMER  SEMESTRE DE 2019","ESTUDIOS A DISTANCIA","TECNICO PROFESIONAL EN INSTALACION Y MANTENIMIENTO DE REDES Y COMPUTADORES","OTRA","DISTANCIA","TUNJA","TUNJA","6-Feb-03","F","SIN INFORMACION","NO MATRICULADO"
"PRIMER  SEMESTRE DE 2019","ESTUDIOS A DISTANCIA","TECNICO PROFESIONAL EN INSTALACION Y MANTENIMIENTO DE REDES Y COMPUTADORES","OTRA","DISTANCIA","TUNJA","TUNJA","13-Jun-04","M","SIN INFORMACION","NO MATRICULADO"
"PRIMER  SEMESTRE DE 2019","ESTUDIOS A DISTANCIA","TECNICO PROFESIONAL EN INSTALACION Y MANTENIMIENTO DE REDES Y COMPUTADORES","OTRA","DISTANCIA","TUNJA","TUNJA","6-Nov-02","M","SIN INFORMACION","NO MATRICULADO"
"PRIMER  SEMESTRE DE 2019","ESTUDIOS A DISTANCIA","TECNICO PROFESIONAL EN INSTALACION Y MANTENIMIENTO DE REDES Y COMPUTADORES","OTRA","DISTANCIA","TUNJA","TUNJA","4-Jun-03","F","SIN INFORMACION","NO MATRICULADO"
"PRIMER  SEMESTRE DE 2019","ESTUDIOS A DISTANCIA","TECNICO PROFESIONAL EN INSTALACION Y MANTENIMIENTO DE REDES Y COMPUTADORES","OTRA","DISTANCIA","TUNJA","TUNJA","12-Apr-00","M","SIN INFORMACION","NO MATRICULADO"
"PRIMER  SEMESTRE DE 2019","ESTUDIOS A DISTANCIA","TECNICO PROFESIONAL EN INSTALACION Y MANTENIMIENTO DE REDES Y COMPUTADORES","OTRA","DISTANCIA","TUNJA","TUNJA","18-Jan-01","M","SIN INFORMACION","NO MATRICULADO"
"PRIMER  SEMESTRE DE 2019","ESTUDIOS A DISTANCIA","TECNICO PROFESIONAL EN INSTALACION Y MANTENIMIENTO DE REDES Y COMPUTADORES","OTRA","DISTANCIA","TUNJA","TUNJA","22-Sep-01","M","SIN INFORMACION","NO MATRICULADO"
"PRIMER  SEMESTRE DE 2019","ESTUDIOS A DISTANCIA","TECNICO PROFESIONAL EN INSTALACION Y MANTENIMIENTO DE REDES Y COMPUTADORES","OTRA","DISTANCIA","TUNJA","TUNJA","26-Sep-02","M","SIN INFORMACION","NO MATRICULADO"
"PRIMER  SEMESTRE DE 2019","ESTUDIOS A DISTANCIA","TECNOLOGIA EN ELECTRICIDAD","OTRA","DISTANCIA","TUNJA","TUNJA","13-Oct-97","M","SIN INFORMACION","RETIRADO CON CUPO RESERVADO"
"PRIMER  SEMESTRE DE 2019","ESTUDIOS A DISTANCIA","TECNOLOGIA EN ELECTRICIDAD","OTRA","DISTANCIA","TUNJA","TUNJA","4-May-95","F","SIN INFORMACION","RETIRADO CON CUPO RESERVADO"
"PRIMER  SEMESTRE DE 2019","ESTUDIOS A DISTANCIA","TECNOLOGIA EN ELECTRICIDAD","OTRA","DISTANCIA","TUNJA","TUNJA","13-May-97","M","SIN INFORMACION","RETIRADO CON CUPO RESERVADO"
"PRIMER  SEMESTRE DE 2019","ESTUDIOS A DISTANCIA","TECNOLOGIA EN GESTION COMERCIAL Y FINANCIERA","OTRA","SIN ESPECIFICAR","TUNJA","TUNJA","20-Feb-95","F","SIN INFORMACION","RETIRADO CON CUPO RESERVADO"
"PRIMER  SEMESTRE DE 2019","ESTUDIOS A DISTANCIA","TECNOLOGIA EN REGENCIA DE FARMACIA","OTRA","DISTANCIA","TUNJA","TUNJA","26-Apr-99","F","4","NO MATRICULADO"
"PRIMER  SEMESTRE DE 2019","ESTUDIOS A DISTANCIA","TECNOLOGIA EN REGENCIA DE FARMACIA","OTRA","DISTANCIA","TUNJA","TUNJA","12-Sep-99","M","SIN INFORMACION","RETIRADO CON CUPO RESERVADO"
"SEGUNDO SEMESTRE DE 2019","ESTUDIOS A DISTANCIA","ADMINISTRACION COMERCIAL Y FINANCIERA","OTRA","SIN ESPECIFICAR","TUNJA","TUNJA","31-Jul-87","F","SIN INFORMACION","RETIRADO CON CUPO RESERVADO"
"SEGUNDO SEMESTRE DE 2019","ESTUDIOS A DISTANCIA","ADMINISTRACION DE SERVICIOS DE SALUD","OTRA","SIN ESPECIFICAR","TUNJA","TUNJA","14-Jul-68","M","SIN INFORMACION","RETIRADO CON CUPO RESERVADO"
"SEGUNDO SEMESTRE DE 2019","ESTUDIOS A DISTANCIA","TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS","OTRA","SIN ESPECIFICAR","TUNJA","TUNJA","6-Sep-96","M","3","RETIRADO CON CUPO RESERVADO"
"SEGUNDO SEMESTRE DE 2019","ESTUDIOS A DISTANCIA","TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS","OTRA","SIN ESPECIFICAR","TUNJA","TUNJA","25-Aug-95","M","3","RETIRADO CON CUPO RESERVADO"
"SEGUNDO SEMESTRE DE 2019","ESTUDIOS A DISTANCIA","TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS","OTRA","SIN ESPECIFICAR","TUNJA","TUNJA","20-Dec-78","F","SIN INFORMACION","RETIRADO CON CUPO RESERVADO"
"SEGUNDO SEMESTRE DE 2019","ESTUDIOS A DISTANCIA","TECNOLOGIA EN GESTION ADMINISTRATIVA DE SERVICIOS DE SALUD","OTRA","SIN ESPECIFICAR","TUNJA","TUNJA","5-Sep-76","M","SIN INFORMACION","RETIRADO CON CUPO RESERVADO"
"SEGUNDO SEMESTRE DE 2019","ESTUDIOS A DISTANCIA","TECNOLOGIA EN GESTION COMERCIAL Y FINANCIERA","OTRA","SIN ESPECIFICAR","TUNJA","TUNJA","10-Dec-77","F","SIN INFORMACION","NO MATRICULADO"
"SEGUNDO SEMESTRE DE 2019","ESTUDIOS A DISTANCIA","TECNOLOGIA EN GESTION COMERCIAL Y FINANCIERA","OTRA","SIN ESPECIFICAR","TUNJA","TUNJA","7-Nov-86","M","SIN INFORMACION","RETIRADO CON CUPO RESERVADO"
"SEGUNDO SEMESTRE DE 2019","ESTUDIOS A DISTANCIA","TECNOLOGIA EN GESTION DE SALUD","OTRA","DISTANCIA","TUNJA","TUNJA","21-Apr-87","M","SIN INFORMACION","NO MATRICULADO"
"PRIMER  SEMESTRE DE 2021","ESTUDIOS A DISTANCIA","TECNOLOGIA DE PROGRAMACION DE SISTEMAS INFORMATICOS","OTRA","DISTANCIA","TUNJA","TUNJA","26-Feb-98","M","1","PERDIO CUPO A130/98 ART. 80 LIT. B"
"PRIMER  SEMESTRE DE 2021","ESTUDIOS A DISTANCIA","TECNOLOGIA DE PROGRAMACION DE SISTEMAS INFORMATICOS","OTRA","DISTANCIA","TUNJA","TUNJA","18-Oct-94","F","3","PERDIO CUPO A130/98 ART. 80 LIT. C"
"PRIMER  SEMESTRE DE 2021","ESTUDIOS A DISTANCIA","TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS DE SALUD","OTRA","VIRTUAL","TUNJA","TUNJA","3-Jan-94","F","3","PERDIO CUPO A130/98 ART. 80 LIT. C"
"PRIMER  SEMESTRE DE 2021","ESTUDIOS A DISTANCIA","TECNICA PROFESIONAL EN PROCESOS COMERCIALES Y FINANCIEROS","OTRA","VIRTUAL","TUNJA","TUNJA","23-Sep-97","M","1","PERDIO CUPO A130/98 ART. 80 LIT. B"
"PRIMER  SEMESTRE DE 2021","ESTUDIOS A DISTANCIA","TECNICA PROFESIONAL EN PROCESOS COMERCIALES Y FINANCIEROS","OTRA","VIRTUAL","TUNJA","TUNJA","16-Apr-89","M","3","PERDIO CUPO A130/98 ART. 80 LIT. D"
"PRIMER  SEMESTRE DE 2021","ESTUDIOS A DISTANCIA","ADMINISTRACION COMERCIAL Y FINANCIERA","OTRA","VIRTUAL","TUNJA","TUNJA","28-Jun-79","M","4","PERDIO CUPO A130/98 ART. 80 LIT. D"
"PRIMER  SEMESTRE DE 2021","ESTUDIOS A DISTANCIA","ADMINISTRACION COMERCIAL Y FINANCIERA","OTRA","VIRTUAL","TUNJA","TUNJA","22-Jun-78","F","4","PERDIO CUPO A130/98 ART. 80 LIT. D"
"PRIMER SEMESTRE DE 2022","ESTUDIOS A DISTANCIA","TECNOLOGIA EN REGENCIA DE FARMACIA","OTRA","DISTANCIA","TUNJA","TUNJA","25-Aug-90","F","3","PERDIO CUPO A130/98 ART. 80 LIT. B"
"PRIMER SEMESTRE DE 2022","ESTUDIOS A DISTANCIA","TECNOLOGIA DE  PROGRAMACION DE SISTEMAS INFORMATICOS","OTRA","DISTANCIA","TUNJA","TUNJA","28-Jul-03","F","3","PERDIO CUPO A130/98 ART. 80 LIT. C"
"PRIMER SEMESTRE DE 2022","ESTUDIOS A DISTANCIA","TECNICA PROFESIONAL EN INSTALACION Y MANTENIMIENTO DE REDES Y COMPUTADORES","OTRA","DISTANCIA","TUNJA","TUNJA","17-Dec-03","M","1","PERDIO CUPO A130/98 ART. 80 LIT. D"
"PRIMER SEMESTRE DE 2022","ESTUDIOS A DISTANCIA","TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS","OTRA","VIRTUAL","TUNJA","TUNJA","5-Oct-88","M","3","PERDIO CUPO A130/98 ART. 80 LIT. C"
"PRIMER SEMESTRE DE 2022","ESTUDIOS A DISTANCIA","TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS","OTRA","VIRTUAL","TUNJA","TUNJA","26-Feb-96","M","1","PERDIO CUPO A130/98 ART. 80 LIT. B"
"PRIMER SEMESTRE DE 2022","ESTUDIOS A DISTANCIA","TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS","OTRA","VIRTUAL","TUNJA","TUNJA","10-Apr-80","M","3","PERDIO CUPO A130/98 ART. 80 LIT. B"
"PRIMER SEMESTRE DE 2022","ESTUDIOS A DISTANCIA","ADMINISTRACION COMERCIAL Y FINANCIERA","OTRA","VIRTUAL","TUNJA","TUNJA","24-Mar-91","F","1","PERDIO CUPO A130/98 ART. 80 LIT. D"
"PRIMER SEMESTRE DE 2022","ESTUDIOS A DISTANCIA","TECNOLOGIA EN ELECTRICIDAD INDUSTRIAL","OTRA","DISTANCIA","TUNJA","TUNJA","14-Jun-96","M","1","PERDIO CUPO A130/98 ART. 80 LIT. D"
"SEGUNDO SEMESTRE DE 2022","ESTUDIOS A DISTANCIA","TECNOLOGIA DE  PROGRAMACION DE SISTEMAS INFORMATICOS","OTRA","DISTANCIA","TUNJA","TUNJA","22-Mar-98","M","3","PERDIO CUPO A130/98 ART. 80 LIT. B"
"SEGUNDO SEMESTRE DE 2022","ESTUDIOS A DISTANCIA","TECNOLOGIA EN GESTION ADMINISTRATIVA DE SERVICIOS DE SALUD","OTRA","VIRTUAL","TUNJA","TUNJA","21-Jul-96","F","3","PERDIO CUPO A130/98 ART.80 LIT. E"
"SEGUNDO SEMESTRE DE 2022","ESTUDIOS A DISTANCIA","TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS","OTRA","VIRTUAL","TUNJA","TUNJA","4-Apr-02","F","3","PERDIO CUPO A130/98 ART. 80 LIT. D"
"SEGUNDO SEMESTRE DE 2022","ESTUDIOS A DISTANCIA","TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS","OTRA","VIRTUAL","TUNJA","TUNJA","20-Jul-96","F","3","PERDIO CUPO A130/98 ART. 80 LIT. C"
"SEGUNDO SEMESTRE DE 2022","ESTUDIOS A DISTANCIA","TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS","OTRA","VIRTUAL","TUNJA","TUNJA","31-Oct-95","F","1","PERDIO CUPO A130/98 ART.80 LIT. E"
"PRIMER SEMESTRE DE 2023","ESTUDIOS A DISTANCIA","TECNOLOGIA EN REGENCIA DE FARMACIA","OTRA","DISTANCIA","TUNJA","TUNJA","11-Feb-02","F","1","PERDIO CUPO A130/98 ART.80 LIT. E"
"PRIMER SEMESTRE DE 2023","ESTUDIOS A DISTANCIA","TECNOLOGIA DE  PROGRAMACION DE SISTEMAS INFORMATICOS","OTRA","DISTANCIA","TUNJA","TUNJA","7-Nov-01","M","1","PERDIO CUPO A130/98 ART.80 LIT. E"
"PRIMER SEMESTRE DE 2023","ESTUDIOS A DISTANCIA","TECNOLOGIA DE  PROGRAMACION DE SISTEMAS INFORMATICOS","OTRA","DISTANCIA","TUNJA","TUNJA","23-Oct-03","M","3","PERDIO CUPO A130/98 ART. 80 LIT. B"
"PRIMER SEMESTRE DE 2023","ESTUDIOS A DISTANCIA","TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS DE SALUD","OTRA","VIRTUAL","TUNJA","TUNJA","20-Dec-02","M","1","PERDIO CUPO A130/98 ART. 80 LIT. C"
"PRIMER SEMESTRE DE 2023","ESTUDIOS A DISTANCIA","TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS","OTRA","VIRTUAL","TUNJA","TUNJA","5-Mar-98","M","1","PERDIO CUPO A130/98 ART. 80 LIT. B"
"SEGUNDO SEMESTRE DE 2023","ESTUDIOS A DISTANCIA","TECNOLOGIA EN REGENCIA DE FARMACIA","OTRA","DISTANCIA","TUNJA","TUNJA","17-Sep-01","F","3","PERDIO CUPO A130/98 ART. 80 LIT. C"
"SEGUNDO SEMESTRE DE 2023","ESTUDIOS A DISTANCIA","TECNOLOGIA DE PROGRAMACION DE SISTEMAS INFORMATICOS","OTRA","DISTANCIA","TUNJA","TUNJA","1-Sep-91","M","3","PERDIO CUPO A130/98 ART. 80 LIT. C"
"SEGUNDO SEMESTRE DE 2023","ESTUDIOS A DISTANCIA","TECNICA PROFESIONAL EN INSTALACION Y MANTENIMIENTO DE REDES Y COMPUTADORES","OTRA","DISTANCIA","TUNJA","TUNJA","27-Aug-03","M","3","PERDIO CUPO A130/98 ART. 80 LIT. C"
"SEGUNDO SEMESTRE DE 2023","ESTUDIOS A DISTANCIA","TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS DE SALUD","OTRA","VIRTUAL","TUNJA","TUNJA","26-Dec-90","F","1","PERDIO CUPO A130/98 ART. 80 LIT. B"
"SEGUNDO SEMESTRE DE 2023","ESTUDIOS A DISTANCIA","TECNICA PROFESIONAL EN PROCESOS COMERCIALES Y FINANCIEROS","OTRA","VIRTUAL","TUNJA","TUNJA","22-Apr-02","F","1","PERDIO CUPO A130/98 ART. 80 LIT. B"
"SEGUNDO SEMESTRE DE 2023","ESTUDIOS A DISTANCIA","TECNICA PROFESIONAL EN PROCESOS COMERCIALES Y FINANCIEROS","OTRA","VIRTUAL","TUNJA","TUNJA","30-Jan-01","F","1","PERDIO CUPO A130/98 ART. 80 LIT. B"
"PRIMER SEMESTRE DE 2024","ESTUDIOS A DISTANCIA","TECNOLOGIA EN REGENCIA DE FARMACIA","OTRA","DISTANCIA","TUNJA","TUNJA","15-Dec-01","F","1","PERDIO CUPO A130/98 ART. 80 LIT. C"
"PRIMER SEMESTRE DE 2024","ESTUDIOS A DISTANCIA","TECNICA PROFESIONAL EN PROCESOS AGROINDUSTRIALES","OTRA","VIRTUAL","TUNJA","TUNJA","20-Oct-05","M","SIN INFORMACION","PERDIO CUPO A130/98 ART. 80 LIT. C"
"PRIMER SEMESTRE DE 2024","ESTUDIOS A DISTANCIA","TECNICA PROFESIONAL EN PROCESOS AGROINDUSTRIALES","OTRA","VIRTUAL","TUNJA","TUNJA","21-Jun-03","F","1","PERDIO CUPO A130/98 ART. 80 LIT. B"
"PRIMER SEMESTRE DE 2024","ESTUDIOS A DISTANCIA","TECNOLOGIA DE PROGRAMACIÓN DE SISTEMAS INFORMATICOS","OTRA","DISTANCIA","TUNJA","TUNJA","6-Mar-93","M","3","PERDIO CUPO A130/98 ART. 80 LIT. B"
"PRIMER SEMESTRE DE 2024","ESTUDIOS A DISTANCIA","TECNICA PROFESIONAL EN PROCESOS COMERCIALES Y FINANCIEROS","OTRA","VIRTUAL","TUNJA","TUNJA","25-Oct-92","F","3","PERDIO CUPO A130/98 ART. 80 LIT. C"
"PRIMER SEMESTRE DE 2024","ESTUDIOS A DISTANCIA","TECNICA PROFESIONAL EN PROCESOS COMERCIALES Y FINANCIEROS","OTRA","VIRTUAL","TUNJA","TUNJA","29-Jan-96","M","3","PERDIO CUPO A130/98 ART. 80 LIT. B"
"PRIMER SEMESTRE DE 2024","ESTUDIOS A DISTANCIA","TECNOLOGIA EN GESTIÓN COMERCIAL Y FINANCIERA","OTRA","VIRTUAL","TUNJA","TUNJA","30-Mar-93","M","1","PERDIO CUPO A130/98 ART. 80 LIT. D"
"PRIMER SEMESTRE DE 2024","ESTUDIOS A DISTANCIA","ADMINISTRACIÓN COMERCIAL Y FINANCIERA","OTRA","VIRTUAL","TUNJA","TUNJA","24-Mar-91","F","1","PERDIO CUPO A130/98 ART.80 LIT. E"
"PRIMER SEMESTRE DE 2024","ESTUDIOS A DISTANCIA","TECNOLOGIA EN ELECTRICIDAD INDUSTRIAL","OTRA","DISTANCIA","TUNJA","TUNJA","21-Nov-96","M","1","PERDIO CUPO A130/98 ART. 80 LIT. B"
"PRIMER SEMESTRE DE 2024","ESTUDIOS A DISTANCIA","TECNOLOGIA EN ELECTRICIDAD INDUSTRIAL","OTRA","DISTANCIA","TUNJA","TUNJA","1-Nov-89","M","1","PERDIO CUPO A130/98 ART. 80 LIT. B"
"SEGUNDO SEMESTRE DE 2024","ESTUDIOS A DISTANCIA","ESPECIALIZACION EN ALTA GERENCIA DE EMPRESAS","OTRA","VIRTUAL","TUNJA","TUNJA","27-Jun-84","F","SIN INFORMACION","PERDIO CUPO A 052/2012  ART 15 LIT.A."
"SEGUNDO SEMESTRE DE 2024","ESTUDIOS A DISTANCIA","TECNOLOGIA EN REGENCIA DE FARMACIA","OTRA","DISTANCIA","TUNJA","TUNJA","17-Sep-01","F","3","PERDIO CUPO A130/98 ART.80 LIT. E"
"SEGUNDO SEMESTRE DE 2024","ESTUDIOS A DISTANCIA","TECNOLOGIA EN REGENCIA DE FARMACIA","OTRA","DISTANCIA","TUNJA","TUNJA","10-Feb-96","F","1","PERDIO CUPO A130/98 ART.80 LIT. E"
"SEGUNDO SEMESTRE DE 2024","ESTUDIOS A DISTANCIA","TECNOLOGIA DE PROGRAMACIÓN DE SISTEMAS INFORMATICOS","OTRA","DISTANCIA","TUNJA","TUNJA","13-Aug-96","M","3","PERDIO CUPO A130/98 ART. 80 LIT. C"
"SEGUNDO SEMESTRE DE 2024","ESTUDIOS A DISTANCIA","TECNOLOGIA DE PROGRAMACIÓN DE SISTEMAS INFORMATICOS","OTRA","DISTANCIA","TUNJA","TUNJA","17-Feb-94","M","1","PERDIO CUPO A130/98 ART. 80 LIT. B"
"SEGUNDO SEMESTRE DE 2024","ESTUDIOS A DISTANCIA","TECNOLOGIA EN GESTIÓN COMERCIAL Y FINANCIERA","OTRA","VIRTUAL","TUNJA","TUNJA","8-Feb-99","M","1","PERDIO CUPO A130/98 ART.80 LIT. E"
"PRIMER SEMESTRE DE 2025","ESTUDIOS A DISTANCIA","TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS DE SALUD","OTRA","VIRTUAL","TUNJA","TUNJA","23-May-03","F","1","PERDIO CUPO A130/98 ART. 80 LIT. C"
"PRIMER SEMESTRE DE 2025","ESTUDIOS A DISTANCIA","TECNICA PROFESIONAL EN PROCESOS COMERCIALES Y FINANCIEROS","OTRA","VIRTUAL","TUNJA","TUNJA","10-Dec-01","F","3","PERDIO CUPO A130/98 ART.80 LIT. E"
"PRIMER SEMESTRE DE 2025","ESTUDIOS A DISTANCIA","TECNOLOGIA EN ELECTRICIDAD INDUSTRIAL","OTRA","DISTANCIA","TUNJA","TUNJA","25-Oct-78","M","1","PERDIO CUPO A130/98 ART. 80 LIT. B"
"SEGUNDO SEMESTRE DE 2019","ESTUDIOS A DISTANCIA","TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS","OTRA","SIN ESPECIFICAR","TUNJA","TUNJA","30-Apr-80","M","2","RETIRADO CON CUPO RESERVADO"
"SEGUNDO SEMESTRE DE 2019","ESTUDIOS A DISTANCIA","TECNICO PROFESIONAL EN INSTALACION Y MANTENIMIENTO DE REDES Y COMPUTADORES","OTRA","DISTANCIA","TUNJA","TUNJA","15-Apr-98","M","2","RETIRADO CON CUPO RESERVADO"
"PRIMER  SEMESTRE DE 2021","ESTUDIOS A DISTANCIA","TECNOLOGIA EN REGENCIA DE FARMACIA","OTRA","DISTANCIA","TUNJA","TUNJA","17-Feb-87","M","2","PERDIO CUPO A130/98 ART. 80 LIT. B"
"PRIMER  SEMESTRE DE 2021","ESTUDIOS A DISTANCIA","TECNOLOGIA EN REGENCIA DE FARMACIA","OTRA","DISTANCIA","TUNJA","TUNJA","1-Aug-97","F","2","PERDIO CUPO A130/98 ART. 80 LIT. D"
"PRIMER  SEMESTRE DE 2021","ESTUDIOS A DISTANCIA","TECNOLOGIA EN REGENCIA DE FARMACIA","OTRA","DISTANCIA","TUNJA","TUNJA","1-Feb-87","F","2","PERDIO CUPO A130/98 ART. 80 LIT. B"
"PRIMER  SEMESTRE DE 2021","ESTUDIOS A DISTANCIA","TECNOLOGIA EN ELECTRICIDAD","OTRA","DISTANCIA","TUNJA","TUNJA","1-Jun-01","M","2","PERDIO CUPO A130/98 ART. 80 LIT. C"
"PRIMER  SEMESTRE DE 2021","ESTUDIOS A DISTANCIA","TECNOLOGIA EN MAQUINAS Y HERRAMIENTAS","OTRA","DISTANCIA","TUNJA","TUNJA","13-Mar-98","M","2","PERDIO CUPO A130/98 ART. 80 LIT. C"
"PRIMER  SEMESTRE DE 2021","ESTUDIOS A DISTANCIA","TECNOLOGIA DE PROGRAMACION DE SISTEMAS INFORMATICOS","OTRA","DISTANCIA","TUNJA","TUNJA","20-Feb-98","M","2","PERDIO CUPO A130/98 ART. 80 LIT. C"
"PRIMER  SEMESTRE DE 2021","ESTUDIOS A DISTANCIA","TECNOLOGIA DE PROGRAMACION DE SISTEMAS INFORMATICOS","OTRA","DISTANCIA","TUNJA","TUNJA","8-Sep-99","M","2","PERDIO CUPO A130/98 ART. 80 LIT. B"
"PRIMER  SEMESTRE DE 2021","ESTUDIOS A DISTANCIA","TECNICA PROFESIONAL EN INSTALACION Y MANTENIMIENTO DE REDES Y COMPUTADORES","OTRA","DISTANCIA","TUNJA","TUNJA","9-May-02","M","2","PERDIO CUPO A130/98 ART.80 LIT. E"
"PRIMER  SEMESTRE DE 2021","ESTUDIOS A DISTANCIA","TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS DE SALUD","OTRA","VIRTUAL","TUNJA","TUNJA","16-Dec-82","F","2","PERDIO CUPO A130/98 ART. 80 LIT. B"
"PRIMER  SEMESTRE DE 2021","ESTUDIOS A DISTANCIA","TECNICA PROFESIONAL EN PROCESOS COMERCIALES Y FINANCIEROS","OTRA","VIRTUAL","TUNJA","TUNJA","28-Feb-99","M","2","PERDIO CUPO A130/98 ART. 80 LIT. B"
"PRIMER SEMESTRE DE 2022","ESTUDIOS A DISTANCIA","TECNOLOGIA EN REGENCIA DE FARMACIA","OTRA","DISTANCIA","TUNJA","TUNJA","25-Sep-02","F","2","PERDIO CUPO A130/98 ART. 80 LIT. B"
"PRIMER SEMESTRE DE 2022","ESTUDIOS A DISTANCIA","TECNOLOGIA EN REGENCIA DE FARMACIA","OTRA","DISTANCIA","TUNJA","TUNJA","19-Jul-00","F","2","PERDIO CUPO A130/98 ART. 80 LIT. C"
"PRIMER SEMESTRE DE 2022","ESTUDIOS A DISTANCIA","TECNICA PROFESIONAL EN PROCESOS AGROINDUSTRIALES","OTRA","VIRTUAL","TUNJA","TUNJA","8-Jan-01","F","2","PERDIO CUPO A130/98 ART. 80 LIT. C"
"PRIMER SEMESTRE DE 2022","ESTUDIOS A DISTANCIA","TECNICA PROFESIONAL EN INSTALACION Y MANTENIMIENTO DE REDES Y COMPUTADORES","OTRA","DISTANCIA","TUNJA","TUNJA","21-Oct-05","M","2","PERDIO CUPO A130/98 ART. 80 LIT. C"
"PRIMER SEMESTRE DE 2022","ESTUDIOS A DISTANCIA","TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS DE SALUD","OTRA","VIRTUAL","TUNJA","TUNJA","30-May-02","F","2","PERDIO CUPO A130/98 ART.80 LIT. E"
